1.1 א  בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ.	1 In the beginning God created the heaven and the earth.
41.36 לו  וְהָיָה הָאֹכֶל לְפִקָּדוֹן, לָאָרֶץ, לְשֶׁבַע שְׁנֵי הָרָעָב, אֲשֶׁר תִּהְיֶיןָ בְּאֶרֶץ מִצְרָיִם; וְלֹא-תִכָּרֵת הָאָרֶץ, בָּרָעָב.	36 And the food shall be for a store to the land against the seven years of famine, which shall be in the land of Egypt; that the land perish not through the famine.'
41.37 לז  וַיִּיטַב הַדָּבָר, בְּעֵינֵי פַרְעֹה, וּבְעֵינֵי, כָּל-עֲבָדָיו.	37 And the thing was good in the eyes of Pharaoh, and in the eyes of all his servants.
41.38 לח  וַיֹּאמֶר פַּרְעֹה, אֶל-עֲבָדָיו:  הֲנִמְצָא כָזֶה--אִישׁ, אֲשֶׁר רוּחַ אֱלֹהִים בּוֹ.	38 And Pharaoh said unto his servants: 'Can we find such a one as this, a man in whom the spirit of God is?'
41.39 לט  וַיֹּאמֶר פַּרְעֹה אֶל-יוֹסֵף, אַחֲרֵי הוֹדִיעַ אֱלֹהִים אוֹתְךָ אֶת-כָּל-זֹאת, אֵין-נָבוֹן וְחָכָם, כָּמוֹךָ.	39 And Pharaoh said unto Joseph: 'Forasmuch as God hath shown thee all this, there is none so discreet and wise as thou.
41.40 מ  אַתָּה תִּהְיֶה עַל-בֵּיתִי, וְעַל-פִּיךָ יִשַּׁק כָּל-עַמִּי; רַק הַכִּסֵּא, אֶגְדַּל מִמֶּךָּ.	40 Thou shalt be over my house, and according unto thy word shall all my people be ruled; only in the throne will I be greater than thou.'
41.41 מא  וַיֹּאמֶר פַּרְעֹה, אֶל-יוֹסֵף:  רְאֵה נָתַתִּי אֹתְךָ, עַל כָּל-אֶרֶץ מִצְרָיִם.	41 And Pharaoh said unto Joseph: 'See, I have set thee over all the land of Egypt.'
41.42 מב  וַיָּסַר פַּרְעֹה אֶת-טַבַּעְתּוֹ מֵעַל יָדוֹ, וַיִּתֵּן אֹתָהּ עַל-יַד יוֹסֵף; וַיַּלְבֵּשׁ אֹתוֹ בִּגְדֵי-שֵׁשׁ, וַיָּשֶׂם רְבִד הַזָּהָב עַל-צַוָּארוֹ.	42 And Pharaoh took off his signet ring from his hand, and put it upon Joseph's hand, and arrayed him in vestures of fine linen, and put a gold chain about his neck.
41.43 מג  וַיַּרְכֵּב אֹתוֹ, בְּמִרְכֶּבֶת הַמִּשְׁנֶה אֲשֶׁר-לוֹ, וַיִּקְרְאוּ לְפָנָיו, אַבְרֵךְ; וְנָתוֹן אֹתוֹ, עַל כָּל-אֶרֶץ מִצְרָיִם.	43 And he made him to ride in the second chariot which he had; and they cried before him: 'Abrech'; and he set him over all the land of Egypt.
41.44 מד  וַיֹּאמֶר פַּרְעֹה אֶל-יוֹסֵף, אֲנִי פַרְעֹה; וּבִלְעָדֶיךָ, לֹא-יָרִים אִישׁ אֶת-יָדוֹ וְאֶת-רַגְלוֹ--בְּכָל-אֶרֶץ מִצְרָיִם.	44 And Pharaoh said unto Joseph: 'I am Pharaoh, and without thee shall no man lift up his hand or his foot in all the land of Egypt.'
41.45 מה  וַיִּקְרָא פַרְעֹה שֵׁם-יוֹסֵף, צָפְנַת פַּעְנֵחַ, וַיִּתֶּן-לוֹ אֶת-אָסְנַת בַּת-פּוֹטִי פֶרַע כֹּהֵן אֹן, לְאִשָּׁה; וַיֵּצֵא יוֹסֵף, עַל-אֶרֶץ מִצְרָיִם.	45 And Pharaoh called Joseph's name Zaphenath-paneah; and he gave him to wife Asenath the daughter of Poti-phera priest of On. And Joseph went out over the land of Egypt.--
41.46 מו  וְיוֹסֵף, בֶּן-שְׁלֹשִׁים שָׁנָה, בְּעָמְדוֹ, לִפְנֵי פַּרְעֹה מֶלֶךְ-מִצְרָיִם; וַיֵּצֵא יוֹסֵף מִלִּפְנֵי פַרְעֹה, וַיַּעֲבֹר בְּכָל-אֶרֶץ מִצְרָיִם.	46 And Joseph was thirty years old when he stood before Pharaoh king of Egypt.--And Joseph went out from the presence of Pharaoh, and went throughout all the land of Egypt.
41.47 מז  וַתַּעַשׂ הָאָרֶץ, בְּשֶׁבַע שְׁנֵי הַשָּׂבָע--לִקְמָצִים.	47 And in the seven years of plenty the earth brought forth in heaps.
41.48 מח  וַיִּקְבֹּץ אֶת-כָּל-אֹכֶל שֶׁבַע שָׁנִים, אֲשֶׁר הָיוּ בְּאֶרֶץ מִצְרַיִם, וַיִּתֶּן-אֹכֶל, בֶּעָרִים:  אֹכֶל שְׂדֵה-הָעִיר אֲשֶׁר סְבִיבֹתֶיהָ, נָתַן בְּתוֹכָהּ.	48 And he gathered up all the food of the seven years which were in the land of Egypt, and laid up the food in the cities; the food of the field, which was round about every city, laid he up in the same.
41.49 מט  וַיִּצְבֹּר יוֹסֵף בָּר כְּחוֹל הַיָּם, הַרְבֵּה מְאֹד--עַד כִּי-חָדַל לִסְפֹּר, כִּי-אֵין מִסְפָּר.	49 And Joseph laid up corn as the sand of the sea, very much, until they left off numbering; for it was without number.
41.50 נ  וּלְיוֹסֵף יֻלַּד שְׁנֵי בָנִים, בְּטֶרֶם תָּבוֹא שְׁנַת הָרָעָב, אֲשֶׁר יָלְדָה-לּוֹ אָסְנַת, בַּת-פּוֹטִי פֶרַע כֹּהֵן אוֹן.	50 And unto Joseph were born two sons before the year of famine came, whom Asenath the daughter of Poti-phera priest of On bore unto him.
41.51 נא  וַיִּקְרָא יוֹסֵף אֶת-שֵׁם הַבְּכוֹר, מְנַשֶּׁה:  כִּי-נַשַּׁנִי אֱלֹהִים אֶת-כָּל-עֲמָלִי, וְאֵת כָּל-בֵּית אָבִי.	51 And Joseph called the name of the first-born Manasseh: 'for God hath made me forget all my toil, and all my father's house.'
41.52 נב  וְאֵת שֵׁם הַשֵּׁנִי, קָרָא אֶפְרָיִם:  כִּי-הִפְרַנִי אֱלֹהִים, בְּאֶרֶץ עָנְיִי.	52 And the name of the second called he Ephraim: 'for God hath made me fruitful in the land of my affliction.'
41.53 נג  וַתִּכְלֶינָה, שֶׁבַע שְׁנֵי הַשָּׂבָע, אֲשֶׁר הָיָה, בְּאֶרֶץ מִצְרָיִם.	53 And the seven years of plenty, that was in the land of Egypt, came to an end.
41.54 נד  וַתְּחִלֶּינָה שֶׁבַע שְׁנֵי הָרָעָב, לָבוֹא, כַּאֲשֶׁר, אָמַר יוֹסֵף; וַיְהִי רָעָב בְּכָל-הָאֲרָצוֹת, וּבְכָל-אֶרֶץ מִצְרַיִם הָיָה לָחֶם.	54 And the seven years of famine began to come, according as Joseph had said; and there was famine in all lands; but in all the land of Egypt there was bread.
41.55 נה  וַתִּרְעַב כָּל-אֶרֶץ מִצְרַיִם, וַיִּצְעַק הָעָם אֶל-פַּרְעֹה לַלָּחֶם; וַיֹּאמֶר פַּרְעֹה לְכָל-מִצְרַיִם לְכוּ אֶל-יוֹסֵף, אֲשֶׁר-יֹאמַר לָכֶם תַּעֲשׂוּ.	55 And when all the land of Egypt was famished, the people cried to Pharaoh for bread; and Pharaoh said unto all the Egyptians: 'Go unto Joseph; what he saith to you, do.'
41.56 נו  וְהָרָעָב הָיָה, עַל כָּל-פְּנֵי הָאָרֶץ; וַיִּפְתַּח יוֹסֵף אֶת-כָּל-אֲשֶׁר בָּהֶם, וַיִּשְׁבֹּר לְמִצְרַיִם, וַיֶּחֱזַק הָרָעָב, בְּאֶרֶץ מִצְרָיִם.	56 And the famine was over all the face of the earth; and Joseph opened all the storehouses, and sold unto the Egyptians; and the famine was sore in the land of Egypt.
41.57 נז  וְכָל-הָאָרֶץ בָּאוּ מִצְרַיְמָה, לִשְׁבֹּר אֶל-יוֹסֵף:  כִּי-חָזַק הָרָעָב, בְּכָל-הָאָרֶץ.	57 And all countries came into Egypt to Joseph to buy corn; because the famine was sore in all the earth.
42.1 א  וַיַּרְא יַעֲקֹב, כִּי יֶשׁ-שֶׁבֶר בְּמִצְרָיִם; וַיֹּאמֶר יַעֲקֹב לְבָנָיו, לָמָּה תִּתְרָאוּ.	1 Now Jacob saw that there was corn in Egypt, and Jacob said unto his sons: 'Why do ye look one upon another?'
42.2 ב  וַיֹּאמֶר--הִנֵּה שָׁמַעְתִּי, כִּי יֶשׁ-שֶׁבֶר בְּמִצְרָיִם; רְדוּ-שָׁמָּה וְשִׁבְרוּ-לָנוּ מִשָּׁם, וְנִחְיֶה וְלֹא נָמוּת.	2 And he said: 'Behold, I have heard that there is corn in Egypt. Get you down thither, and buy for us from thence; that we may live, and not die.'
42.3 ג  וַיֵּרְדוּ אֲחֵי-יוֹסֵף, עֲשָׂרָה, לִשְׁבֹּר בָּר, מִמִּצְרָיִם.	3 And Joseph's ten brethren went down to buy corn from Egypt.
42.4 ד  וְאֶת-בִּנְיָמִין אֲחִי יוֹסֵף, לֹא-שָׁלַח יַעֲקֹב אֶת-אֶחָיו:  כִּי אָמַר, פֶּן-יִקְרָאֶנּוּ אָסוֹן.	4 But Benjamin, Joseph's brother, Jacob sent not with his brethren; for he said: 'Lest peradventure harm befall him.'
42.5 ה  וַיָּבֹאוּ בְּנֵי יִשְׂרָאֵל, לִשְׁבֹּר בְּתוֹךְ הַבָּאִים:  כִּי-הָיָה הָרָעָב, בְּאֶרֶץ כְּנָעַן.	5 And the sons of Israel came to buy among those that came; for the famine was in the land of Cansan.
42.6 ו  וְיוֹסֵף, הוּא הַשַּׁלִּיט עַל-הָאָרֶץ--הוּא הַמַּשְׁבִּיר, לְכָל-עַם הָאָרֶץ; וַיָּבֹאוּ אֲחֵי יוֹסֵף, וַיִּשְׁתַּחֲווּ-לוֹ אַפַּיִם אָרְצָה.	6 And Joseph was the governor over the land; he it was that sold to all the people of the land. And Joseph's brethren came, and bowed down to him with their faces to the earth.
42.7 ז  וַיַּרְא יוֹסֵף אֶת-אֶחָיו, וַיַּכִּרֵם; וַיִּתְנַכֵּר אֲלֵיהֶם וַיְדַבֵּר אִתָּם קָשׁוֹת, וַיֹּאמֶר אֲלֵהֶם מֵאַיִן בָּאתֶם, וַיֹּאמְרוּ, מֵאֶרֶץ כְּנַעַן לִשְׁבָּר-אֹכֶל.	7 And Joseph saw his brethren, and he knew them, but made himself strange unto them, and spoke roughly with them; and he said unto them: 'Whence come ye?' And they said: 'From the land of Canaan to buy food.'
42.8 ח  וַיַּכֵּר יוֹסֵף, אֶת-אֶחָיו; וְהֵם, לֹא הִכִּרֻהוּ.	8 And Joseph knew his brethren, but they knew him not.
42.9 ט  וַיִּזְכֹּר יוֹסֵף--אֵת הַחֲלֹמוֹת, אֲשֶׁר חָלַם לָהֶם; וַיֹּאמֶר אֲלֵהֶם מְרַגְּלִים אַתֶּם, לִרְאוֹת אֶת-עֶרְוַת הָאָרֶץ בָּאתֶם.	9 And Joseph remembered the dreams which he dreamed of them, and said unto them: 'Ye are spies; to see the nakedness of the land ye are come.'
42.10 י  וַיֹּאמְרוּ אֵלָיו, לֹא אֲדֹנִי; וַעֲבָדֶיךָ בָּאוּ, לִשְׁבָּר-אֹכֶל.	10 And they said unto him: 'Nay, my lord, but to buy food are thy servants come.
42.11 יא  כֻּלָּנוּ, בְּנֵי אִישׁ-אֶחָד נָחְנוּ; כֵּנִים אֲנַחְנוּ, לֹא-הָיוּ עֲבָדֶיךָ מְרַגְּלִים.	11 We are all one man's sons; we are upright men, thy servants are no spies.'
42.12 יב  וַיֹּאמֶר, אֲלֵהֶם:  לֹא, כִּי-עֶרְוַת הָאָרֶץ בָּאתֶם לִרְאוֹת.	12 And he said unto them: 'Nay, but to see the nakedness of the land ye are come.'
42.13 יג  וַיֹּאמְרוּ, שְׁנֵים עָשָׂר עֲבָדֶיךָ אַחִים אֲנַחְנוּ בְּנֵי אִישׁ-אֶחָד--בְּאֶרֶץ כְּנָעַן; וְהִנֵּה הַקָּטֹן אֶת-אָבִינוּ הַיּוֹם, וְהָאֶחָד אֵינֶנּוּ.	13 And they said: 'We thy servants are twelve brethren, the sons of one man in the land of Canaan; and, behold, the youngest is this day with our father, and one is not.'
42.14 יד  וַיֹּאמֶר אֲלֵהֶם, יוֹסֵף:  הוּא, אֲשֶׁר דִּבַּרְתִּי אֲלֵכֶם לֵאמֹר--מְרַגְּלִים אַתֶּם.	14 And Joseph said unto them: 'That is it that I spoke unto you, saying: Ye are spies.
42.15 טו  בְּזֹאת, תִּבָּחֵנוּ:  חֵי פַרְעֹה אִם-תֵּצְאוּ מִזֶּה, כִּי אִם-בְּבוֹא אֲחִיכֶם הַקָּטֹן הֵנָּה.	15 Hereby ye shall be proved, as Pharaoh liveth, ye shall not go forth hence, except your youngest brother come hither.
42.16 טז  שִׁלְחוּ מִכֶּם אֶחָד, וְיִקַּח אֶת-אֲחִיכֶם, וְאַתֶּם הֵאָסְרוּ, וְיִבָּחֲנוּ דִּבְרֵיכֶם הַאֱמֶת אִתְּכֶם; וְאִם-לֹא--חֵי פַרְעֹה, כִּי מְרַגְּלִים אַתֶּם.	16 Send one of you, and let him fetch your brother, and ye shall be bound, that your words may be proved, whether there be truth in you; or else, as Pharaoh liveth, surely ye are spies.'
42.17 יז  וַיֶּאֱסֹף אֹתָם אֶל-מִשְׁמָר, שְׁלֹשֶׁת יָמִים.	17 And he put them all together into ward three days.
42.18 יח  וַיֹּאמֶר אֲלֵהֶם יוֹסֵף בַּיּוֹם הַשְּׁלִישִׁי, זֹאת עֲשׂוּ וִחְיוּ; אֶת-הָאֱלֹהִים, אֲנִי יָרֵא.	18 And Joseph said unto them the third day. 'This do, and live; for I fear God:
42.19 יט  אִם-כֵּנִים אַתֶּם--אֲחִיכֶם אֶחָד, יֵאָסֵר בְּבֵית מִשְׁמַרְכֶם; וְאַתֶּם לְכוּ הָבִיאוּ, שֶׁבֶר רַעֲבוֹן בָּתֵּיכֶם.	19 if ye be upright men, let one of your brethren be bound in your prison-house; but go ye, carry corn for the famine of your houses;
42.20 כ  וְאֶת-אֲחִיכֶם הַקָּטֹן תָּבִיאוּ אֵלַי, וְיֵאָמְנוּ דִבְרֵיכֶם וְלֹא תָמוּתוּ; וַיַּעֲשׂוּ-כֵן.	20 and bring your youngest brother unto me; so shall your words be verified, and ye shall not die.' And they did so.
42.21 כא  וַיֹּאמְרוּ אִישׁ אֶל-אָחִיו, אֲבָל אֲשֵׁמִים אֲנַחְנוּ עַל-אָחִינוּ, אֲשֶׁר רָאִינוּ צָרַת נַפְשׁוֹ בְּהִתְחַנְנוֹ אֵלֵינוּ, וְלֹא שָׁמָעְנוּ; עַל-כֵּן בָּאָה אֵלֵינוּ, הַצָּרָה הַזֹּאת.	21 And they said one to another: 'We are verily guilty concerning our brother, in that we saw the distress of his soul, when he besought us, and we would not hear; therefore is this distress come upon us.'
42.22 כב  וַיַּעַן רְאוּבֵן אֹתָם לֵאמֹר, הֲלוֹא אָמַרְתִּי אֲלֵיכֶם לֵאמֹר אַל-תֶּחֶטְאוּ בַיֶּלֶד--וְלֹא שְׁמַעְתֶּם; וְגַם-דָּמוֹ, הִנֵּה נִדְרָשׁ.	22 And Reuben answered them, saying: 'Spoke I not unto you, saying: Do not sin against the child; and ye would not hear? therefore also, behold, his blood is required.'
42.23 כג  וְהֵם לֹא יָדְעוּ, כִּי שֹׁמֵעַ יוֹסֵף:  כִּי הַמֵּלִיץ, בֵּינֹתָם.	23 And they knew not that Joseph understood them; for the interpreter was between them.
42.24 כד  וַיִּסֹּב מֵעֲלֵיהֶם, וַיֵּבְךְּ; וַיָּשָׁב אֲלֵהֶם, וַיְדַבֵּר אֲלֵהֶם, וַיִּקַּח מֵאִתָּם אֶת-שִׁמְעוֹן, וַיֶּאֱסֹר אֹתוֹ לְעֵינֵיהֶם.	24 And he turned himself about from them, and wept; and he returned to them, and spoke to them, and took Simeon from among them, and bound him before their eyes.
42.25 כה  וַיְצַו יוֹסֵף, וַיְמַלְאוּ אֶת-כְּלֵיהֶם בָּר, וּלְהָשִׁיב כַּסְפֵּיהֶם אִישׁ אֶל-שַׂקּוֹ, וְלָתֵת לָהֶם צֵדָה לַדָּרֶךְ; וַיַּעַשׂ לָהֶם, כֵּן.	25 Then Joseph commanded to fill their vessels with corn, and to restore every man's money into his sack, and to give them provision for the way; and thus was it done unto them.
42.26 כו  וַיִּשְׂאוּ אֶת-שִׁבְרָם, עַל-חֲמֹרֵיהֶם; וַיֵּלְכוּ, מִשָּׁם.	26 And they laded their asses with their corn, and departed thence.
42.27 כז  וַיִּפְתַּח הָאֶחָד אֶת-שַׂקּוֹ, לָתֵת מִסְפּוֹא לַחֲמֹרוֹ--בַּמָּלוֹן; וַיַּרְא, אֶת-כַּסְפּוֹ, וְהִנֵּה-הוּא, בְּפִי אַמְתַּחְתּוֹ.	27 And as one of them opened his sack to give his ass provender in the lodging-place, he espied his money; and, behold, it was in the mouth of his sack.
42.28 כח  וַיֹּאמֶר אֶל-אֶחָיו הוּשַׁב כַּסְפִּי, וְגַם הִנֵּה בְאַמְתַּחְתִּי; וַיֵּצֵא לִבָּם, וַיֶּחֶרְדוּ אִישׁ אֶל-אָחִיו לֵאמֹר, מַה-זֹּאת עָשָׂה אֱלֹהִים, לָנוּ.	28 And he said unto his brethren: 'My money is restored; and, lo, it is even in my sack.' And their heart failed them, and they turned trembling one to another, saying: 'What is this that God hath done unto us?'
42.29 כט  וַיָּבֹאוּ אֶל-יַעֲקֹב אֲבִיהֶם, אַרְצָה כְּנָעַן; וַיַּגִּידוּ לוֹ, אֵת כָּל-הַקֹּרֹת אֹתָם לֵאמֹר.	29 And they came unto Jacob their father unto the land of Canaan, and told him all that had befallen them, saying:
42.30 ל  דִּבֶּר הָאִישׁ אֲדֹנֵי הָאָרֶץ, אִתָּנוּ--קָשׁוֹת; וַיִּתֵּן אֹתָנוּ, כִּמְרַגְּלִים אֶת-הָאָרֶץ.	30 'The man, the lord of the land, spoke roughly with us, and took us for spies of the country.
42.31 לא  וַנֹּאמֶר אֵלָיו, כֵּנִים אֲנָחְנוּ:  לֹא הָיִינוּ, מְרַגְּלִים.	31 And we said unto him: We are upright men; we are no spies.
42.32 לב  שְׁנֵים-עָשָׂר אֲנַחְנוּ אַחִים, בְּנֵי אָבִינוּ; הָאֶחָד אֵינֶנּוּ, וְהַקָּטֹן הַיּוֹם אֶת-אָבִינוּ בְּאֶרֶץ כְּנָעַן.	32 We are twelve brethren, sons of our father; one is not, and the youngest is this day with our father in the land of Canaan.
42.33 לג  וַיֹּאמֶר אֵלֵינוּ, הָאִישׁ אֲדֹנֵי הָאָרֶץ, בְּזֹאת אֵדַע, כִּי כֵנִים אַתֶּם:  אֲחִיכֶם הָאֶחָד הַנִּיחוּ אִתִּי, וְאֶת-רַעֲבוֹן בָּתֵּיכֶם קְחוּ וָלֵכוּ.	33 And the man, the lord of the land, said unto us: Hereby shall I know that ye are upright men: leave one of your brethren with me, and take corn for the famine of your houses, and go your way.
42.34 לד  וְהָבִיאוּ אֶת-אֲחִיכֶם הַקָּטֹן, אֵלַי, וְאֵדְעָה כִּי לֹא מְרַגְּלִים אַתֶּם, כִּי כֵנִים אַתֶּם; אֶת-אֲחִיכֶם אֶתֵּן לָכֶם, וְאֶת-הָאָרֶץ תִּסְחָרוּ.	34 And bring your youngest brother unto me; then shall I know that ye are no spies, but that ye are upright men; so will I deliver you your brother, and ye shall traffic in the land.'
42.35 לה  וַיְהִי, הֵם מְרִיקִים שַׂקֵּיהֶם, וְהִנֵּה-אִישׁ צְרוֹר-כַּסְפּוֹ, בְּשַׂקּוֹ; וַיִּרְאוּ אֶת-צְרֹרוֹת כַּסְפֵּיהֶם, הֵמָּה וַאֲבִיהֶם--וַיִּירָאוּ.	35 And it came to pass as they emptied their sacks, that, behold, every man's bundle of money was in his sack; and when they and their father saw their bundles of money, they were afraid.
42.36 לו  וַיֹּאמֶר אֲלֵהֶם יַעֲקֹב אֲבִיהֶם, אֹתִי שִׁכַּלְתֶּם:  יוֹסֵף אֵינֶנּוּ, וְשִׁמְעוֹן אֵינֶנּוּ, וְאֶת-בִּנְיָמִן תִּקָּחוּ, עָלַי הָיוּ כֻלָּנָה.	36 And Jacob their father said unto them: 'Me have ye bereaved of my children: Joseph is not, and Simeon is not, and ye will take Benjamin away; upon me are all these things come.'
42.37 לז  וַיֹּאמֶר רְאוּבֵן, אֶל-אָבִיו לֵאמֹר, אֶת-שְׁנֵי בָנַי תָּמִית, אִם-לֹא אֲבִיאֶנּוּ אֵלֶיךָ; תְּנָה אֹתוֹ עַל-יָדִי, וַאֲנִי אֲשִׁיבֶנּוּ אֵלֶיךָ.	37 And Reuben spoke unto his father, saying: 'Thou shalt slay my two sons, if I bring him not to thee; deliver him into my hand, and I will bring him back to thee.'
42.38 לח  וַיֹּאמֶר, לֹא-יֵרֵד בְּנִי עִמָּכֶם:  כִּי-אָחִיו מֵת וְהוּא לְבַדּוֹ נִשְׁאָר, וּקְרָאָהוּ אָסוֹן בַּדֶּרֶךְ אֲשֶׁר תֵּלְכוּ-בָהּ, וְהוֹרַדְתֶּם אֶת-שֵׂיבָתִי בְּיָגוֹן, שְׁאוֹלָה.	38 And he said: 'My son shall not go down with you; for his brother is dead, and he only is left; if harm befall him by the way in which ye go, then will ye bring down my gray hairs with sorrow to the grave.
43.1 א  וְהָרָעָב, כָּבֵד בָּאָרֶץ.	1 And the famine was sore in the land.
43.2 ב  וַיְהִי, כַּאֲשֶׁר כִּלּוּ לֶאֱכֹל אֶת-הַשֶּׁבֶר, אֲשֶׁר הֵבִיאוּ, מִמִּצְרָיִם; וַיֹּאמֶר אֲלֵיהֶם אֲבִיהֶם, שֻׁבוּ שִׁבְרוּ-לָנוּ מְעַט-אֹכֶל.	2 And it came to pass, when they had eaten up the corn which they had brought out of Egypt, that their father said unto them: 'Go again, buy us a little food.'
43.3 ג  וַיֹּאמֶר אֵלָיו יְהוּדָה, לֵאמֹר:  הָעֵד הֵעִד בָּנוּ הָאִישׁ לֵאמֹר לֹא-תִרְאוּ פָנַי, בִּלְתִּי אֲחִיכֶם אִתְּכֶם.	3 And Judah spoke unto him, saying: 'The man did earnestly forewarn us, saying: Ye shall not see my face, except your brother be with you.
43.4 ד  אִם-יֶשְׁךָ מְשַׁלֵּחַ אֶת-אָחִינוּ, אִתָּנוּ--נֵרְדָה, וְנִשְׁבְּרָה לְךָ אֹכֶל.	4 If thou wilt send our brother with us, we will go down and buy thee food;
43.5 ה  וְאִם-אֵינְךָ מְשַׁלֵּחַ, לֹא נֵרֵד:  כִּי-הָאִישׁ אָמַר אֵלֵינוּ, לֹא-תִרְאוּ פָנַי, בִּלְתִּי, אֲחִיכֶם אִתְּכֶם.	5 but if thou wilt not send him, we will not go down, for the man said unto us: Ye shall not see my face, except your brother be with you.'
43.6 ו  וַיֹּאמֶר, יִשְׂרָאֵל, לָמָה הֲרֵעֹתֶם, לִי--לְהַגִּיד לָאִישׁ, הַעוֹד לָכֶם אָח.	6 And Israel said: 'Wherefore dealt ye so ill with me, as to tell the man whether ye had yet a brother?'
43.7 ז  וַיֹּאמְרוּ שָׁאוֹל שָׁאַל-הָאִישׁ לָנוּ וּלְמוֹלַדְתֵּנוּ לֵאמֹר, הַעוֹד אֲבִיכֶם חַי הֲיֵשׁ לָכֶם אָח, וַנַּגֶּד-לוֹ, עַל-פִּי הַדְּבָרִים הָאֵלֶּה; הֲיָדוֹעַ נֵדַע--כִּי יֹאמַר, הוֹרִידוּ אֶת-אֲחִיכֶם.	7 And they said: 'The man asked straitly concerning ourselves, and concerning our kindred, saying: Is your father yet alive? have ye another brother? and we told him according to the tenor of these words; could we in any wise know that he would say: Bring your brother down?'
43.8 ח  וַיֹּאמֶר יְהוּדָה אֶל-יִשְׂרָאֵל אָבִיו, שִׁלְחָה הַנַּעַר אִתִּי--וְנָקוּמָה וְנֵלֵכָה; וְנִחְיֶה וְלֹא נָמוּת, גַּם-אֲנַחְנוּ גַם-אַתָּה גַּם-טַפֵּנוּ.	8 And Judah said unto Israel his father: 'Send the lad with me, and we will arise and go, that we may live, and not die, both we, and thou, and also our little ones.
43.9 ט  אָנֹכִי, אֶעֶרְבֶנּוּ--מִיָּדִי, תְּבַקְשֶׁנּוּ:  אִם-לֹא הֲבִיאֹתִיו אֵלֶיךָ וְהִצַּגְתִּיו לְפָנֶיךָ, וְחָטָאתִי לְךָ כָּל-הַיָּמִים.	9 I will be surety for him; of my hand shalt thou require him; if I bring him not unto thee, and set him before thee, then let me bear the blame for ever.
43.10 י  כִּי, לוּלֵא הִתְמַהְמָהְנוּ--כִּי-עַתָּה שַׁבְנוּ, זֶה פַעֲמָיִם.	10 For except we had lingered, surely we had now returned a second time.'
43.11 יא  וַיֹּאמֶר אֲלֵהֶם יִשְׂרָאֵל אֲבִיהֶם, אִם-כֵּן אֵפוֹא זֹאת עֲשׂוּ--קְחוּ מִזִּמְרַת הָאָרֶץ בִּכְלֵיכֶם, וְהוֹרִידוּ לָאִישׁ מִנְחָה:  מְעַט צֳרִי, וּמְעַט דְּבַשׁ, נְכֹאת וָלֹט, בָּטְנִים וּשְׁקֵדִים.	11 And their father Israel said unto them: 'If it be so now, do this: take of the choice fruits of the land in your vessels, and carry down the man a present, a little balm, and a little honey, spicery and ladanum, nuts, and almonds;
43.12 יב  וְכֶסֶף מִשְׁנֶה, קְחוּ בְיֶדְכֶם; וְאֶת-הַכֶּסֶף הַמּוּשָׁב בְּפִי אַמְתְּחֹתֵיכֶם, תָּשִׁיבוּ בְיֶדְכֶם--אוּלַי מִשְׁגֶּה, הוּא.	12 and take double money in your hand; and the money that was returned in the mouth of your sacks carry back in your hand; peradventure it was an oversight;
43.13 יג  וְאֶת-אֲחִיכֶם, קָחוּ; וְקוּמוּ, שׁוּבוּ אֶל-הָאִישׁ.	13 take also your brother, and arise, go again unto the man;
43.14 יד  וְאֵל שַׁדַּי, יִתֵּן לָכֶם רַחֲמִים לִפְנֵי הָאִישׁ, וְשִׁלַּח לָכֶם אֶת-אֲחִיכֶם אַחֵר, וְאֶת-בִּנְיָמִין; וַאֲנִי, כַּאֲשֶׁר שָׁכֹלְתִּי שָׁכָלְתִּי.	14 and God Almighty give you mercy before the man, that he may release unto you your other brother and Benjamin. And as for me, if I be bereaved of my children, I am bereaved.'
43.15 טו  וַיִּקְחוּ הָאֲנָשִׁים אֶת-הַמִּנְחָה הַזֹּאת, וּמִשְׁנֶה-כֶּסֶף לָקְחוּ בְיָדָם וְאֶת-בִּנְיָמִן; וַיָּקֻמוּ וַיֵּרְדוּ מִצְרַיִם, וַיַּעַמְדוּ לִפְנֵי יוֹסֵף.	15 And the men took that present, and they took double money in their hand, and Benjamin; and rose up, and went down to Egypt, and stood before Joseph.
43.16 טז  וַיַּרְא יוֹסֵף אִתָּם, אֶת-בִּנְיָמִין, וַיֹּאמֶר לַאֲשֶׁר עַל-בֵּיתוֹ, הָבֵא אֶת-הָאֲנָשִׁים הַבָּיְתָה; וּטְבֹחַ טֶבַח וְהָכֵן, כִּי אִתִּי יֹאכְלוּ הָאֲנָשִׁים בַּצָּהֳרָיִם.	16 And when Joseph saw Benjamin with them, he said to the steward of his house: 'Bring the men into the house, and kill the beasts, and prepare the meat; for the men shall dine with me at noon.'
43.17 יז  וַיַּעַשׂ הָאִישׁ, כַּאֲשֶׁר אָמַר יוֹסֵף; וַיָּבֵא הָאִישׁ אֶת-הָאֲנָשִׁים, בֵּיתָה יוֹסֵף.	17 And the man did as Joseph bade; and the man brought the men into Joseph's house.
